Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,
2002-06-19,0.9244999885559082,0.9549999833106995,0.9135000109672546,0.9150000214576721,0.9150000214576721,148406000,1037.1400146484375,1037.6099853515625,1017.8800048828125,1019.989990234375,1019.989990234375,1336100000
2002-06-20,0.9160000085830688,0.9190000295639038,0.8669999837875366,0.8774999976158142,0.8774999976158142,173940000,1019.989990234375,1023.3300170898438,1004.5900268554688,1006.2899780273438,1006.2899780273438,1389700000
2002-06-21,0.8799999952316284,0.8895000219345093,0.8669999837875366,0.8765000104904175,0.8765000104904175,103536000,1006.2899780273438,1006.2899780273438,985.6500244140625,989.1400146484375,989.1400146484375,1497200000
2002-06-24,0.8715000152587891,0.8889999985694885,0.847000002861023,0.8755000233650208,0.8755000233650208,119136000,989.1400146484375,1002.1099853515625,970.8499755859375,992.719970703125,992.719970703125,1552600000
2002-06-25,0.8445000052452087,0.8475000262260437,0.7519999742507935,0.7670000195503235,0.7670000195503235,306080000,992.719970703125,1005.8800048828125,974.2100219726562,976.1400146484375,976.1400146484375,1513700000
2002-06-26,0.734499990940094,0.796500027179718,0.734000027179718,0.7925000190734863,0.7925000190734863,165444000,976.1400146484375,977.4299926757812,952.9199829101562,973.530029296875,973.530029296875,2014290000
2002-06-27,0.8054999709129333,0.8234999775886536,0.7649999856948853,0.7929999828338623,0.7929999828338623,123840000,973.530029296875,990.6699829101562,963.739990234375,990.6400146484375,990.6400146484375,1908600000
2002-06-28,0.784500002861023,0.8180000185966492,0.7699999809265137,0.8125,0.8125,124758000,990.6400146484375,1001.7899780273438,988.3099975585938,989.8200073242188,989.8200073242188,2117000000
2002-07-01,0.8084999918937683,0.8084999918937683,0.6759999990463257,0.6775000095367432,0.6775000095367432,270730000,989.8200073242188,994.4600219726562,967.4299926757812,968.6500244140625,968.6500244140625,1425500000
2002-07-02,0.6800000071525574,0.7080000042915344,0.6499999761581421,0.6660000085830688,0.6660000085830688,173398000,968.6500244140625,968.6500244140625,945.5399780273438,948.0900268554688,948.0900268554688,1823000000
